Name,Ticker,Description,Change (%),Volume (24H),Market Cap,Holders,PriceETH,PriceBTC,PriceUSD
Welltrado token,WTL,Compare peer to peer lending platforms,NA,0,156574,904,1e-6,0,0.0039
Viuly Token,VIU,A decentralized video sharing platform,NA,0,55265,902,0,0,1e-4
Musiconomi,MCI,A global music economy that works for everyone.,NA,0,37823,900,0,0,0.0014
Dextoken Governance,DEXG,"Dextoken is a DeFi infrastructure and is managed by the DEXG ('Dextoken Governance') holders. Dextoken proposed Speculative AMM, one of the simplest price conversion algorithm, we use Speculative AMM to build a token swap exchange.",-18.810000000000002,14684,938034,886,0.004185,3.38e-4,17.06
tBTC,TBTC,,1.05,8045958,53986504,879,2.3276579999999996,0.995335,50250
Suretly,SUR,Suretly is a crowdvouching platform.,2.13,2428,66434,879,7.5e-5,6e-6,0.3053
FinTab,FNTB,Cryptocurrency Portfolio Tracker,NA,1,8068,864,1e-6,0,0.0026
imbrex,REX,"A globally connected ecosystem of hyperlocally-curated, validated and highly portable real estate data, where buyers, agents, firms and MLSs can realize the true value of their data.",9.82,0,167723,856,5e-6,0,0.0192
Dragonglass,DGS,Dragonglass provides a seamless solution for cryptocurrency mining,NA,7,25449,856,0,0,1e-4
Ethbet,EBET,"The decentralized, peer-to-peer, and provably-fair Ethereum-based dicing game without a house edge.",NA,0,21628,855,1e-6,0,0.0025
Vodi X,VDX,A Decentralized Ecommerce Ecosystem.,-5.430000000000001,1398,810607,843,0,0,0.0015
MIS,MIS,"Mithril Cash is an algorithmic stablecoin forged from Mithril, a valuable silver-like metal. Users can buy, sell, and provide liquidity for MITH Cash and MITH Shares on SushiSwap.",-1.54,16017,950147,836,6.5e-4,5.2000000000000004e-5,2.65
Tadpole,TAD,"Tadpole Finance is an open-source platform providing decentralized finance services for saving and lending. Tadpole Finance is an experimental project to create a more open lending market, where users can make deposits and loans with any ERC20 tokens on the Ethereum network.",-2.54,33217,5807196,790,0.00497,4.0100000000000004e-4,20.259999999999998
Mover,MOVE,"Mover is a mobile-first financial services app that allows you to trade, store, send, and earn interest on crypto assets in a simple wallet with a debit card.",10.28,67897,2370083,778,1.61e-4,1.3000000000000001e-5,0.6565
Origami Network,ORI,A protocol for building decentralized marketplaces using the Ethereum blockchain,NA,29,27710,777,2e-6,0,0.0066
Deri,DERI,"Deri is a decentralized protocol for users to exchange risk exposures precisely and capital-efficiently. It is the DeFi way to trade derivatives: to hedge, to speculate, to arbitrage, all on chain.",8.129999999999999,17306,8682429,767,3.9e-5,3e-6,0.15720000000000003
DALECOIN,DALC,DaleCoin is an ERC20 token based on the Ethereum blockchain which shall serve as a payment token for goods and services to whoever wishes to accept it.,-45.36,10,19600,767,5e-6,0,0.0207
Intelligent Trading Foundation,ITT,"Applying artificial intelligence and technical analysis, our fleet of data bots follow real-time data sources and send you actionable alerts for success in cryptocurrency markets.",4.48,36558,39787,766,1e-6,0,0.0041
BitMax token,BTMX,Digital asset trading platform,1.05,1323595,569169669,754,1.8700000000000002e-4,1.5000000000000002e-5,0.7632
Ccore,CCO,Crypto Payment Platform,-3,320,75697,748,1.1000000000000001e-5,1e-6,0.0445
Embers,EMB,A decentralized creative commerce platform.,NA,0,36918,742,0,0,7e-4
POA ERC20 on Foundation,POA20,POA Network is an Ethereum-based platform that offers an open-source framework for smart contracts.,11.450000000000001,426849,21829565,736,1.8e-5,1e-6,0.07520000000000002
HeartBout,HB,HeartBout is a social network based on the blockchain technology with a decentralized system to encourage user activity.,15.11,2351,104295,736,1e-6,0,0.0056
Voice Token,VOICE,Voice is the governance token of Mute.io that makes cryptocurrency and DeFi trading more accessible to the masses.,8.51,11200,4092799,735,0.028578000000000003,0.002307,116.49000000000001
ICOS,,"ICOS Platform is your crypto crowdsale platform — easily discover & get tokens from upcoming, ongoing, and past campaigns",NA,4647,465979,735,4.24e-4,3.4e-5,1.73
DA Power Play,DPP,Algorithmic trading platform,NA,2,5268,726,0,0,3e-4
pTokens BTC,pBTC,Cross-chain DeFi composability.,3.77,149102,34938255,725,2.4660219999999997,0.006507000000000001,50814.001
VeriSafe,VSF,"VeriSafe aims to be the catalyst for projects, exchanges and communities to collaborate, creating an ecosystem where transparency, accountability, communication, and expertise go hand-in-hand to set a standard in the industry.",5.03,2,4123127,677,0,0,5e-4
FERA,FERA,FERA offers an antidote to misinformation and false promises with reports on new coins backed by data science and composed by an experienced team of financial analysts.,13,16681,4364227,670,5e-6,0,0.0218
ACE,ACE,"ACE is a utility token, that serves as a form of access to the TokenStars platform and its internal currency.
TokenStars is the first talent management platform on the blockchain, that will connect talents & celebrities with fans and advertisers.",NA,24,62788,659,3e-6,0,0.0106
WTT,WTT,Full-service mining solution provider.,NA,9,227551,649,9e-6,1e-6,0.0356
HAC Token,HAC,(“HACKSPACE”) is a fund based platform that finances innovative hardware startup teams with cutting edge products and technologies.,4.4,0,488315,649,0,0,0.0017000000000000001
Vikky Token,VIKKY,VIKKY is the leading short-term employment application.,NA,2193,48289,649,0,0,0
CoinBene Coin,CONI,,2.88,1844711,1827388,642,1e-5,1e-6,0.0412
Component,CMP,"The Component is a community fork of Shell protocol and includes all its flexibility settings with an additional admin fee feature, which will allow collecting % of the base fee from all core pools and distribute it among Component protocol governance token stakers.",36.09,283944,9440422,613,0.0025440000000000003,2.0500000000000002e-4,10.370000000000001
OwnData,OWN,Owndata is a crypto marketplace for data sellers and buyers.,NA,0,1940559,594,0,0,2e-4
COS,COS,"One-stop shop for all things crypto: an exchange, an e-wallet which supports a broad variety of tokens, a platform for ICO launches and promotional trading campaigns, a fiat gateway, a market cap widget, and more",NA,0,1164194,584,1e-6,0,0.0059
Inmediate,DIT,The Smart Insurance Platform,15.78,166,2195553,568,1e-6,0,0.0046
GamyFi,GFX,"GamyFi is an E-Sports and gaming ecosystem containing a fantasy sports app, prediction market, lottery, PVP games, and NFT marketplace. GFX token plays a major role in the platform and is used for payments for the pools and to incentivize skillful players.",7.51,1887204,2198154,564,5.13e-4,4.1e-5,2.09
Crypto Daily Token,CRDT,"CRDT aims to give users a complete crypto banking solution at their fingertips. The team is dedicated to bringing together a diverse crypto ecosystem with a one-stop solution for the transfer of value. CRDT supports fiat, cryptocurrencies, and third-party payment cards issued by banks or others.",5.34,893076,217638,561,7e-6,1e-6,0.027
Fidelium Token,FID,Cross-Exchange Trading Platform,NA,0,265656,559,1e-6,0,0.0023
Bundles,BUND,Bundles is a DEFI project that challenges token holders against each other to own the most $BUND.,7.54,6749,1204220,534,0.003506,2.8300000000000005e-4,14.29
Snetwork,SNET,Distributed Shared Cloud Computing Network,1.1600000000000001,511915,2387224,509,3e-6,0,0.0103
StarCredits,STRC,Pariticipants can use a blockchain token to interact with the story on a deeper level.,NA,0,381573,501,2.1000000000000002e-5,2e-6,0.0848
Jetcoin,JET,"Jetcoin Institute manages the distribution process of the digital fuel, Jetcoin (JET), via Jetcoin Contracts and proof of social engagement (P.O.S.E.)",11.67,2265586,813584,500,2e-5,2e-6,0.0833
Quantum,QAU,Quantum aims to be a deflationary currency.,14.39,0,3403039,494,1.1000000000000001e-5,1e-6,0.0455
NFT INDEX,NFTI,The NFT Index is a digital asset index designed to track tokens’ performance within the NFT industry. The index is weighted based on the value of each token’s circulating supply.,14.129999999999999,31677,1707732,474,0.187856,0.015167999999999997,765.7405
Bolenum,BLN,Bolenum is a cryptocurrency and financial services provider targeting the African continent.,NA,0,1658,453,0,0,0
Stacker Ventures Token,STACK,"Stacker Ventures is a community-run protocol for initiating and managing pooled capital on the Ethereum blockchain. Structured as a DAO, Stacker Ventures initiates decentralized funds and accelerates portfolio investments through an involved community.",2.84,18582,1819079,433,0.005876,4.7400000000000003e-4,23.95
ABCC Token,AT,A cryptocurrency exchange.,NA,101,1020272,429,5e-6,0,0.0223
Billionaire Token,XBL,Decentralized games on the blockchain.,NA,1,27634,425,2e-6,0,0.0083
BitAsean,BAS,BitAsean is Ethereum-based Token. Their aim is for BitAsean to be the cryptocurrency of the ASEAN region.,NA,9,4484,420,0,0,0.0011
aXpire,AXPR,"The aXpire project is comprised of a number of business-to-business (B2B) software platforms as well as business-to-consumer (B2C) applications. As its mission, aXpire is focused on software for businesses that helps them automate outdated tasks, increasing efficiency, and profitability.",-0.81,76955,7346661,416,6e-6,1e-6,0.026300000000000004
QUINADS,QUIN,Quinads is an advertisement platform with blockchain based and allows users to socially interact and rewarded by cryptocurrency.,NA,3758,1172076,405,0,0,1e-4
IcoBay,IBT,Digital marketing and advertising platform or ICOs,NA,0,9313,401,0,0,0
DUO Network Token,DUO,"A decentralized platform enabling issuance, trading, and settlement of tokenized digital derivatives.",NA,0,99700,390,1e-6,0,0.0027
EZOOW,EZW,"EZOOW is the easy way for travel , it is a blockchain booking solution that facilitate booking all travel.",NA,2,274295,387,0,0,0
Cryptrust,CTRT,Cryptrust is a Decentralized Trust-Based social platform for the cryptocurrency ecosystem.,NA,0,291023,386,0,0,0
NEXT,NEXT,A hybrid exchange registered as an N. V. (Public company) in the Netherlands and provides fiat pairs to all altcoins on its platform,-36.14,4860,944998,380,1.5000000000000002e-5,1e-6,0.060899999999999996
GoldenRatio,GRT,The GoldenRatio Token (GRT) project is an experiment to prove the importance of a quality community for a crypto-related project.,0.59,21413,24015,375,3.7999999999999997e-4,3.1e-5,1.55
Aave interest bearing CRV,aCRV,,9.6,608619709,1275042246,365,8.810000000000001e-4,7.099999999999999e-5,3.59
XPlay,XPA,XPA aims to seamlessly bridges the gap between cryptocurrency and real world assets,NA,0,286747,335,1e-6,0,0.005
Cream ETH 2,CRETH2,Cream.Finance offers flexible stake ETH with C.R.E.A.M. for Eth2.,11.89,244796,95847044,333,0.935837,0.07556000000000002,3814.66
DRP Utility,DRPU,"DCORP is represented by two tokens, DRPU and DRPS. The holders of these tokens are the collective owners of DCORP, have voting power and are entitled to multiple benefits through DCORP.",NA,0,432105,333,3e-5,2e-6,0.12240000000000001
BrokerNekoNetwork,BNN,"BrokerNeko Network provides rational, quick and easy solutions for individual and institutional transactions with its own unique system.",NA,0,951,328,0,0,0
WIKI Token,WIKI,"The wiki token will be essential to the ecosystem of Crypto University – BitcoinWiki.org's unbiased, propaganda-free educational project.",-8.49,113,285964,324,2.77e-4,2.2000000000000003e-5,1.1300000000000001
Soniq Token,SONIQ,The Soniq project mission is using the innovative blockchain technology to support and connect people who want to be a part of the music world and monetize their favorite hobby.,NA,107,10333,288,0,0,2e-4
Blockium Token,BOK,A P2P platform that allows traders to execute trading commands in a gamified environment.,NA,0,2855183,283,1e-6,0,0.0044
PayFair Token,PFR,PAYFAIR is a decentralized Escrow platform and p2p exchange.,NA,179,52547,282,0,0,6e-4
PASS Token,PASS,WisePass is a lifestyle platform offering daily privileges to its members. PASS Token will facilitate the access to WisePass lifestyle memberships. It will allow its users to transact real services.,NA,0,98302,273,2e-6,0,0.0069
UselessEthereumToken,UET,The world's first 100% honest Ethereum ICO.,NA,0,53240,270,3e-6,0,0.0134
ITL,Italian Lira, (ITL)ITL (Italian Lira) is a Token (asset) crypto-currency without the control of banks or governments.,4.4,27,123225,243,0,0,0
HELP,HELP,Decentralized Fundraising Platform & Advanced Distributed Edge Network,4.359999999999999,991,66300,209,0,0,0.0015
Rapids,RPD,Fast and secure payments across social media via blockchain technology,NA,0,1683759,205,0,0,2e-4
Arcade,ARC,"RIDESHARING - Arcade City is peer-to-peer everything — with networks built
by local communities, not corporations.",NA,0,6328271,188,0.001054,8.5e-5,4.2954
Speed Mining Service,SMS,A diversified virtual currency mining operation.,NA,2,94,185,5.3e-5,4e-6,0.21760000000000002
HarmonyOne,ONE,A project to scale trust for billions of people and create a radically fair economy.,14.39,100425629,1122575467,184,2.9e-5,2e-6,0.1174
Veros,VRS,"VEROS Fundraising Platform is an optimized platform aimed at fundraising for direct charity, eco-high-tech projects, and revolutionary innovation.",NA,0,227144,180,4.5e-5,4e-6,0.185
renZEC,renZEC,renZEC is a one-for-one representation of ZEC on Ethereum via RenVM.,8.61,102104,3794915,178,0.07656600000000002,0.006182000000000001,312.1
BGGToken,BGG,GG is the token issued by Bgogo platform which is the proof of stake for the trading infrastructure.,-0.24000000000000002,61177,600854,173,0,0,6e-4
DOW,dow,Dowcoin is a share's of Dow blockchain technology.,NA,14,8282,156,0,0,7e-4
SPARTA,SPARTA,"SPARTA token is to be used inside the 300 startups as a kind of credits if the application is a non blockchain application, or as a utility token/precursor to other tokens if it is a blockchain application.",11.62,372,47474,152,4e-6,0,0.015799999999999998
CONNECT,CNCT,Connect platform is a user-friendly crowdfunding service. Connecting investors with projects and projects with professional resources.,NA,0,46117,148,0,0,6e-4
Almeela,KZE,The Almeela token is a blockchain-based decentralized funding platform(Almee Up) for high tech projects that is backed by physical gold.,NA,0,346936,147,2.3000000000000003e-5,2e-6,0.0929
Etheriya,RIYA,AN Ethereum Token Backed Micro & Macro Freelance Marketplace.,NA,0,132,139,0,0,1e-4
Wirex Token,WXT,Wirex is a worldwide digital payment platform and regulated institution endeavoring to make digital money accessible to everyone. XT is a utility token and used as a backbone for Wirex's reward system called X-Tras: https://wirexapp.com/x-tras.,10.4,4425456,33895773,125,4e-6,0,0.0146
renBCH,renBCH,renBCH is a one-for-one representation of BCH on Ethereum via RenVM.,4.85,7431,758213,94,0.331522,0.026767000000000003,1351.35
Wrapped Filecoin,WFIL,Wrapped Filecoin is an Ethereum based representation of Filecoin.,6.58,1371801678,8302733477,88,0.028815999999999998,0.002327,117.46000000000001
Agrolot Token,AGLT,The Agrolot Project is a decentralized B2B platform for agricultural crops and food products trading and is currently running a crowdfunding campaign built on Blockchain technology featuring Smart Contracts use.,NA,24,343,82,0,0,0
Wrapped Celo,wCELO,"Wrapped Celo is a 1:1 equivalent of Celo. Celo is a utility and governance asset for the Celo community, which has a fixed supply and variable value. With Celo, you can help shape the direction of the Celo Platform.",-3.22,69102059,451544551,76,0.001131,9.1e-5,4.609999999999999
Partner,PRC,Pipelines valve production.,NA,0,4454330,67,0,0,6e-4
Mithril Ore,MORE,"Mithril Ore is a Casper Ethereum Staking Pool. Participation in Casper may be limited due to complexity, network-congestion, and/or lack of funds. This token allows participation by resolving these variables.",NA,0,169701,55,0.0031989999999999996,2.58e-4,13.040099999999999
Coimatic 3.0,CTIC3,A global decentralized blockchain deal and discount marketplace.,NA,0,1034,52,0,0,5e-4
BGBP,BGBP,"Binance Jersey provides secure and reliable trading of the Euro (EUR) and British Pound (GBP) with Cryptocurrencies, in addition to digital asset management services to users from around the world.",NA,167712,972146,49,3.41e-4,2.8000000000000003e-5,1.3900000000000001
ProBit Token,PROB,Global and secure marketplace for digital assets.,2.2,496024,28120334,37,1.4500000000000003e-4,1.2e-5,0.5909
Nuls,NULS,"NULS is a blockchain built on an infrastructure optimized for customized services through the use of micro-services. The NULS blockchain is a public, global, open-source community project. NULS uses the micro-service functionality to implement a highly modularized underlying architecture.",9.61,77034239,115533680,34,2.5e-4,2e-5,1.02
HYDRO TOKEN,HYDRO,"Hydro is a decentralized ecosystem using cutting-edge cryptography to secure user accounts, identities, and transactions. Multi-chain protocols securing the web3 reality.",16.77,208958,1255849,12,1.2e-5,1e-6,0.0477
Wrapped Celo USD,wCUSD,Wrapped Celo Dollars are a 1:1 equivalent of Celo Dollars. cUSD (Celo Dollars) is a stable asset that follows the US Dollar.,0.38,127240,48338777,6,2.45e-4,2e-5,0.9991
Wrapped Decentraland MANA,wMANA,The Wrapped MANA token is not transferable and has to be unwrapped 1:1 back to MANA to transfer it. This token is also not burnable or mintable (except by wrapping more tokens).,10.15,162087631,1731618900,0,3.19e-4,2.6000000000000002e-5,1.3
